SFH,popUpWidnow,SSLfinal_State,Request_URL,URL_of_Anchor,web_traffic,URL_Length,age_of_domain,having_IP_Address,Result
SFH=-1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=1,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=-1,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=0,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=1,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=0,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=1,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=0,popUpWidnow=0,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=1,web_traffic=-1,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=1,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=0,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Suspicious
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=0,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=1,URL_of_Anchor=-1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=1,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=-1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=0,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=1,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=0,web_traffic=1,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=0,popUpWidnow=0,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=1,web_traffic=1,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=0,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=-1,web_traffic=1,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=0,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=1,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=1,web_traffic=0,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=0,URL_of_Anchor=1,web_traffic=-1,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=1,web_traffic=0,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=0,web_traffic=0,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=0,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=0,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=0,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=1,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=1,web_traffic=0,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=0,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=1,URL_of_Anchor=1,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=0,web_traffic=0,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=1,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=0,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=0,Request_URL=1,URL_of_Anchor=-1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=1,URL_of_Anchor=-1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=0,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=1,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=-1,web_traffic=1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=0,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=1,Result=Phishy
SFH=0,popUpWidnow=0,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=0,SSLfinal_State=0,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=-1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=0,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=0,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=1,web_traffic=1,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=0,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Suspicious
SFH=0,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=1,SSLfinal_State=-1,Request_URL=1,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=0,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=-1,web_traffic=-1,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Suspicious
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=0,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=1,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=1,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=-1,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=1,URL_of_Anchor=1,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=0,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=1,Result=Phishy
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=1,web_traffic=1,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=1,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=0,popUpWidnow=0,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=0,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=1,web_traffic=1,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=0,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=0,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=1,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=0,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=0,web_traffic=0,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=1,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=-1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=1,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=0,SSLfinal_State=0,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=0,URL_of_Anchor=1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Suspicious
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=0,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=1,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=1,age_of_domain=1,having_IP_Address=1,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=1,SSLfinal_State=0,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=0,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=1,web_traffic=0,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=0,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=-1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Suspicious
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Suspicious
SFH=1,popUpWidnow=0,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=1,web_traffic=0,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Suspicious
SFH=1,popUpWidnow=1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=0,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=1,URL_of_Anchor=1,web_traffic=-1,URL_Length=1,age_of_domain=1,having_IP_Address=0,Result=Phishy
SFH=-1,popUpWidnow=-1,SSLfinal_State=0,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=0,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=0,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=-1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=0,URL_Length=-1,age_of_domain=-1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=-1,web_traffic=-1,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=1,web_traffic=1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Suspicious
SFH=0,popUpWidnow=-1,SSLfinal_State=-1,Request_URL=0,URL_of_Anchor=1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=1,Result=Legitimate
SFH=-1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=-1,URL_Length=0,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=-1,popUpWidnow=0,SSLfinal_State=1,Request_URL=-1,URL_of_Anchor=0,web_traffic=0,URL_Length=-1,age_of_domain=1,having_IP_Address=0,Result=Legitimate
SFH=1,popUpWidnow=-1,SSLfinal_State=1,Request_URL=0,URL_of_Anchor=-1,web_traffic=1,URL_Length=1,age_of_domain=-1,having_IP_Address=0,Result=Phishy
